Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q9LIF9	Q9LK09	BGLU19	SYP32	MHC9.5	K7M2.13	LOCUS:2089433		24556609:0004:HT|24556609:0007:HT
Q9LJK1	Q9SU44	FUT11	GRF8	MVI11.20	T19F6.5	LOCUS:2094078	LOCUS:2134986	21094157:0004:HT
Q9LJN8	Q9LZR5	BUB3.1	HDT3	MMB12.5	F17C15_160|MED24.1	LOCUS:2091211	LOCUS:2144623	20706207:0004:HT|20706207:0676:HT
Q9LJN8	Q9M0I4	BUB3.1	Q9M0I4	MMB12.5	F26K10.110|F26K10_110	LOCUS:2091211	LOCUS:2123723	20706207:0004:HT|20706207:0676:HT
Q9LJN8	Q9SF16	BUB3.1	CCT7	MMB12.5	F26K24.12	LOCUS:2091211	LOCUS:2081491	20706207:0004:HT|20706207:0676:HT
Q9LJN8	Q9ZVW2	BUB3.1	HEN2	MMB12.5	T4E14.10	LOCUS:2091211	LOCUS:2063648	20706207:0004:HT|20706207:0676:HT
Q9LJX0	Q9SJR5	ABCB19	GRF3	MLD15.2	F1O11.3	LOCUS:2090734	LOCUS:2044873	21094157:0004:HT
Q9LK09	Q9LVA0	SYP32	BAG7	K7M2.13	MMI9.22		LOCUS:2167943	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9LZ57	SYP32	RPL36C	K7M2.13	T22P11_40		LOCUS:2181758	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9LZH9	SYP32	RPL7AB	K7M2.13	F26K9_300		LOCUS:2081715	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9LZJ6	SYP32	ATL5	K7M2.13	F26K9_120		LOCUS:2081740	24556609:0004:HT
Q9LK09	Q9M0Y8	SYP32	NSF	K7M2.13	T1J1.4		LOCUS:2135378	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9M1R2	SYP32	Q9M1R2	K7M2.13	T17J13.80		LOCUS:2098053	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9M3C3	SYP32	RPL23AB	K7M2.13	T26I12.160		LOCUS:2100611	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9MAB3	SYP32	NOP5-2	K7M2.13	T12H1.2		LOCUS:2096214	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9S9N1	SYP32	HSP70-5	K7M2.13	T24D18.14		LOCUS:2200462	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SF40	SYP32	RPL4A	K7M2.13	F11F8.22		LOCUS:2074904	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SI07	SYP32	AT2G04280.1	K7M2.13	T23O15.9|T23O15_9		LOCUS:2059767	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SL48	SYP32	SLY1	K7M2.13	T27K22.15		LOCUS:2060954	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SPE6	SYP32	ASNAP2	K7M2.13	F18O21_150		LOCUS:2078366	24556609:0007:HT
Q9LK09	Q9SSN6	SYP32	Q9SSN6	K7M2.13	F3N23.10|F3N23_10		LOCUS:2032713	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9STW1	SYP32	Q9STW1	K7M2.13	T22A6.160|T22A6_160		LOCUS:2135987	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9STX5	SYP32	HSP90-7	K7M2.13	T19F6.1|T22A6.20		LOCUS:2135887	24556609:0007:HT
Q9LK09	Q9SU93	SYP32	Q9SU93	K7M2.13	T16L4.30|T16L4_30		LOCUS:2134348	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SUA1	SYP32	DEK3	K7M2.13	T15N24.80|T15N24_80		LOCUS:2133847	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9SZN7	SYP32	HIPP26	K7M2.13	F20M13.140		LOCUS:2121199	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9ZUL7	SYP32	PDF2.3	K7M2.13	F5O4.10		LOCUS:2051638	24556609:0004:HT|24556609:0007:HT
Q9LK09	Q9ZUT9	SYP32	RPS5A	K7M2.13	F3G5.6		LOCUS:2049862	24556609:0004:HT|24556609:0007:HT
Q9LK50	Q9SJR5	ABCG26	GRF3	MJG19.19	F1O11.3	LOCUS:2090009	LOCUS:2044873	21094157:0004:HT
Q9LK50	Q9SU44	ABCG26	GRF8	MJG19.19	T19F6.5	LOCUS:2090009	LOCUS:2134986	21094157:0004:HT
Q9LM91	Q9M3A8	CYCB2-5	EMB1796	F2D10.8|F5M15.8	F2K15.100	LOCUS:2030457	LOCUS:2082871	20706207:0004:HT
Q9LM91	Q9SZ05	CYCB2-5	Q9SZ05	F2D10.8|F5M15.8	F10M10.170	LOCUS:2030457	LOCUS:2116219	20706207:0004:HT
Q9LMU0	Q9SJR5	GER2	GRF3	F2H15.12	F1O11.3	LOCUS:2030973	LOCUS:2044873	21094157:0004:HT
Q9LMX4	Q9SJR5	PAP1	GRF3	F21F23.18	F1O11.3	LOCUS:2023870	LOCUS:2044873	21094157:0004:HT
Q9LNE0	Q9LPP4	BZIP69	SMR1	T21E18.12|T21E18_12	F13M14.31|F18K10.10	LOCUS:2198856	LOCUS:505006334	20706207:0004:HT|20706207:0676:HT
Q9LNE0	Q9LRY0	BZIP69	KRP5	T21E18.12|T21E18_12	K7P8.10	LOCUS:2198856	LOCUS:2087248	20706207:0004:HT|20706207:0676:HT
Q9LNF2	Q9SU44	PMEI1	GRF8	F21D18.29|F21D18_23|T2J15.7	T19F6.5	LOCUS:2023797	LOCUS:2134986	21094157:0004:HT
Q9LNJ0	Q9SJR5	CNGC10	GRF3	F6F3.13	F1O11.3	LOCUS:2035347	LOCUS:2044873	21094157:0004:HT
Q9LNU4	Q9SIV2	RPN3A	RPN1A	T20H2.3	F23N11.10	LOCUS:2198561	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9LNU4	Q9SJR5	RPN3A	GRF3	T20H2.3	F1O11.3	LOCUS:2198561	LOCUS:2044873	21094157:0004:HT
Q9LNX4	Q9SJJ5	SMR5	CKS2	F22G5.11	T1E2.11	LOCUS:2024957	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9LP45	Q9SIV2	RPN6	RPN1A	F28N24.15	F23N11.10	LOCUS:2030017	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9LP74	Q9LPP4	Q9LP74	SMR1	T1N15.12	F13M14.31|F18K10.10	LOCUS:2198030	LOCUS:505006334	20706207:0004:HT|20706207:0676:HT
Q9LP74	Q9SFW6	Q9LP74	CYCB2-4	T1N15.12	F15M4.19|T23E18.24	LOCUS:2198030	LOCUS:2014574	20706207:0004:HT|20706207:0676:HT
Q9LPG6	Q9SJR5	RHM2	GRF3	F22G10.13|T3F20.18	F1O11.3	LOCUS:2024902	LOCUS:2044873	21094157:0004:HT
Q9LPP4	Q9LUW6	SMR1	RH9	F13M14.31|F18K10.10	MCB17.17|MCB17.3	LOCUS:505006334	LOCUS:2087832	20706207:0004:HT|20706207:0676:HT
Q9LPP4	Q9SJJ5	SMR1	CKS2	F13M14.31|F18K10.10	T1E2.11	LOCUS:505006334	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9LQ10	Q9SJR5	ACS10	GRF3	F16P17.11	F1O11.3	LOCUS:2015509	LOCUS:2044873	21094157:0004:HT
Q9LQE3	Q9SJR5	ARF15	GRF3	F15O4.42	F1O11.3		LOCUS:2044873	21094157:0004:HT
Q9LQR8	Q9SJR5	RPN3B	GRF3	T4O12.21	F1O11.3	LOCUS:2204385	LOCUS:2044873	21094157:0004:HT
Q9LQR8	Q9SU44	RPN3B	GRF8	T4O12.21	T19F6.5	LOCUS:2204385	LOCUS:2134986	21094157:0004:HT
Q9LQZ2	Q9SJR5	DREB2D	GRF3	F10A5.29	F1O11.3	LOCUS:2005704	LOCUS:2044873	21094157:0004:HT
Q9LRP1	Q9SVC2	NPSN13	SYP122	MTO12.3	F22O6_220	LOCUS:2093601	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9LRY0	Q9LY29	KRP5	ERF115	K7P8.10	T2I1.20	LOCUS:2087248	LOCUS:2183304	20706207:0004:HT|20706207:0676:HT
Q9LS42	Q9SU44	CASP	GRF8	MYF24.37	T19F6.5	LOCUS:2095012	LOCUS:2134986	21094157:0004:HT
Q9LSJ5	Q9SU44	ABCB18	GRF8	MFJ20.7	T19F6.5	LOCUS:2088942	LOCUS:2134986	21094157:0004:HT
Q9LSJ6	Q9SJR5	ABCB17	GRF3	MFJ20.6	F1O11.3	LOCUS:2088927	LOCUS:2044873	21094157:0004:HT
Q9LSJ8	Q9SJR5	ABCB16	GRF3	MFJ20.4	F1O11.3	LOCUS:2088912	LOCUS:2044873	21094157:0004:HT
Q9LT08	Q9SIV2	RPN11	RPN1A	MQM1.19	F23N11.10	LOCUS:2171696	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9LTJ9	Q9ZUG4	Q9LTJ9	Q9ZUG4		T6P5.3		LOCUS:2064717	20706207:0676:HT
Q9LTT8	Q9SUJ1	VCS	SYP43	MDC11.13	F18C1.2	LOCUS:2088165	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9LTT8	Q9ZQZ8	VCS	SYP123	MDC11.13	F4C21.26	LOCUS:2088165	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9LTX7	Q9ZSD4	EMB1441	SYP121	K9P8.7|K9P8_7	F26K24.11	LOCUS:2158844	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9LU93	Q9LW88	MAD2	NUP50B	MPE11.15	MSL1.1	LOCUS:2092125	LOCUS:2093372	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9M0I4	MAD2	Q9M0I4	MPE11.15	F26K10.110|F26K10_110	LOCUS:2092125	LOCUS:2123723	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9M0Z6	MAD2	MSRB3	MPE11.15	T4B21.6	LOCUS:2092125	LOCUS:2138892	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9SB63	MAD2	MOS1	MPE11.15	F22K18.120	LOCUS:2092125		20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9SF16	MAD2	CCT7	MPE11.15	F26K24.12	LOCUS:2092125	LOCUS:2081491	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9SIH1	MAD2	CYP18-2	MPE11.15	F9C22.6	LOCUS:2092125	LOCUS:2053491	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9SN19	MAD2	F3A4.70	MPE11.15		LOCUS:2092125	LOCUS:2083133	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9SZP8	MAD2	EIF4B3	MPE11.15	F20M13.270	LOCUS:2092125	LOCUS:2121264	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9ZVJ4	MAD2	CYP22	MPE11.15	T6A23.7	LOCUS:2092125	LOCUS:2064153	20706207:0004:HT|20706207:0676:HT
Q9LU93	Q9ZVX3	MAD2	Q9ZVX3	MPE11.15	F12A24.8|F12A24_8	LOCUS:2092125	LOCUS:2039435	20706207:0004:HT|20706207:0676:HT
Q9LUG5	Q9ZQZ8	Q9LUG5	SYP123	MDB19.11	F4C21.26	LOCUS:2088015	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9LUG5	Q9ZSD4	Q9LUG5	SYP121	MDB19.11	F26K24.11	LOCUS:2088015	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9LUT2	Q9SJR5	METK4	GRF3	MGD8.23	F1O11.3	LOCUS:2089070	LOCUS:2044873	21094157:0004:HT
Q9LUT2	Q9SU44	METK4	GRF8	MGD8.23	T19F6.5	LOCUS:2089070	LOCUS:2134986	21094157:0004:HT
Q9LUW6	Q9M2R1	RH9	GIG1	MCB17.17|MCB17.3	T10K17.70	LOCUS:2087832	LOCUS:2095823	20706207:0004:HT|20706207:0676:HT
Q9LUW6	Q9SJJ5	RH9	CKS2	MCB17.17|MCB17.3	T1E2.11	LOCUS:2087832	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9LVA4	Q9ZQ19	MMI9.18	RPA2A		T28I24.22	LOCUS:2168003	LOCUS:2061072	20706207:0004:HT|20706207:0676:HT
Q9LVA9	Q9SCR2	GCD1	KRP2	MMI9.10	T3A5.10	LOCUS:2167998	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q9LVE2	Q9SU44	B'ZETA	GRF8	MIL23.22	T19F6.5	LOCUS:2089905	LOCUS:2134986	21094157:0004:HT
Q9LVL2	Q9SJR5	PER67	GRF3	MCK7.26	F1O11.3	LOCUS:2161283	LOCUS:2044873	21094157:0004:HT
Q9LVN7	Q9M7Q7	POLD1	PCNA	MBM17.6	F22G5.29		LOCUS:2025062	20706207:0004:HT|20706207:0676:HT
Q9LXG1	Q9SVC2	RPS9B	SYP122	F8M21_90	F22O6_220	LOCUS:2150976	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9LXG1	Q9ZQZ8	RPS9B	SYP123	F8M21_90	F4C21.26	LOCUS:2150976	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9LXG1	Q9ZSD4	RPS9B	SYP121	F8M21_90	F26K24.11	LOCUS:2150976	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9LXK1	Q9ZQ19	RPA3A	RPA2A	F3C22.30	T28I24.22	LOCUS:2083198	LOCUS:2061072	20706207:0004:HT|20706207:0676:HT
Q9LY29	Q9SCR2	ERF115	KRP2	T2I1.20	T3A5.10	LOCUS:2183304	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q9LYN8	Q9SJR5	EMS1	GRF3	T28J14.220	F1O11.3	LOCUS:2182870	LOCUS:2044873	21094157:0004:HT
Q9LYN8	Q9SU44	EMS1	GRF8	T28J14.220	T19F6.5	LOCUS:2182870	LOCUS:2134986	21094157:0004:HT
Q9LZ41	Q9SVC2	RPL35D	SYP122	T22P11_200	F22O6_220		LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9LZ41	Q9ZSD4	RPL35D	SYP121	T22P11_200	F26K24.11		LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9LZ60	Q9SJJ5	SMR3	CKS2	T22P11.10	T1E2.11	LOCUS:2181728	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9LZ78	Q9SJJ5	SIM	CKS2	T32M21.70	T1E2.11	LOCUS:2184422	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9LZJ5	Q9SJR5	ABCC14	GRF3	F26K9.130	F1O11.3	LOCUS:2081755	LOCUS:2044873	21094157:0004:HT
Q9LZJ5	Q9SU44	ABCC14	GRF8	F26K9.130	T19F6.5	LOCUS:2081755	LOCUS:2134986	21094157:0004:HT
Q9LZJ6	Q9SUJ1	ATL5	SYP43	F26K9_120	F18C1.2	LOCUS:2081740	LOCUS:2078042	24556609:0004:HT
Q9LZJ6	Q9ZQZ8	ATL5	SYP123	F26K9_120	F4C21.26	LOCUS:2081740	LOCUS:2125487	24556609:0004:HT
Q9LZJ6	Q9ZSD4	ATL5	SYP121	F26K9_120	F26K24.11	LOCUS:2081740	LOCUS:2081476	24556609:0004:HT
Q9LZM0	Q9SJJ5	CYCD7-1	CKS2	T7H20.160	T1E2.11	LOCUS:2185178	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9M0E0	Q9SJR5	RPS15AE	GRF3	F17A13.250	F1O11.3	LOCUS:2118319	LOCUS:2044873	21094157:0004:HT
Q9M0E2	Q9ZSD4	RPL28C	SYP121	F17A13.230	F26K24.11	LOCUS:2118289	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9M0I2	Q9SUJ1	EXPB3	SYP43	F26K10.130	F18C1.2	LOCUS:2123643	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9M0I2	Q9SVC2	EXPB3	SYP122	F26K10.130	F22O6_220	LOCUS:2123643	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9M0I2	Q9SWH4	EXPB3	SYP42	F26K10.130	T10M13.19|T2H3.1	LOCUS:2123643	LOCUS:505006427	24556609:0004:HT|24556609:0007:HT
Q9M0I2	Q9ZSD4	EXPB3	SYP121	F26K10.130	F26K24.11	LOCUS:2123643	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9M0I4	Q9SIV2	Q9M0I4	RPN1A	F26K10.110|F26K10_110	F23N11.10	LOCUS:2123723	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9M0I4	Q9SZA4	Q9M0I4	CDC20-1	F26K10.110|F26K10_110	F17M5.30	LOCUS:2123723	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q9M0Y8	Q9SUJ1	NSF	SYP43	T1J1.4	F18C1.2	LOCUS:2135378	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9M1K2	Q9SJR5	PIP5K4	GRF3	F24I3.40	F1O11.3	LOCUS:2080585	LOCUS:2044873	21094157:0004:HT
Q9M1Q0	Q9SA32	T17J13.200	CYCB3-1		F3O9.13	LOCUS:2097988	LOCUS:2032870	20706207:0004:HT|20706207:0676:HT
Q9M291	Q9SU44	CEF	GRF8	T22K7_20	T19F6.5	LOCUS:2100202	LOCUS:2134986	21094157:0004:HT
Q9M2R1	Q9STS3	GIG1	APC8	T10K17.70	T24C20.30	LOCUS:2095823	LOCUS:2100439	20706207:0004:HT|20706207:0676:HT
Q9M2R1	Q9SZA4	GIG1	CDC20-1	T10K17.70	F17M5.30	LOCUS:2095823	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q9M2R1	Q9ZPW2	GIG1	APC10	T10K17.70	T30D6.20	LOCUS:2095823	LOCUS:2062106	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
Q9M367	Q9SU44	ATG6	GRF8	F15G16.100	T19F6.5	LOCUS:2076715	LOCUS:2134986	21094157:0004:HT
Q9M391	Q9SJR5	Q9M391	GRF3	F24B22.90	F1O11.3	LOCUS:2080330	LOCUS:2044873	21094157:0004:HT
Q9M391	Q9SU44	Q9M391	GRF8	F24B22.90	T19F6.5	LOCUS:2080330	LOCUS:2134986	21094157:0004:HT
Q9M3A8	Q9SFW6	EMB1796	CYCB2-4	F2K15.100	F15M4.19|T23E18.24	LOCUS:2082871	LOCUS:2014574	20706207:0676:HT
Q9M3D6	Q9SU44	ABCG19	GRF8	T26I12.10	T19F6.5	LOCUS:2100641	LOCUS:2134986	21094157:0004:HT
Q9M7Q7	Q9SZ05	PCNA	Q9SZ05	F22G5.29	F10M10.170	LOCUS:2025062	LOCUS:2116219	20706207:0004:HT|20706207:0676:HT
Q9M7Q7	Q9ZW35	PCNA	PCNA2	F22G5.29	F16P2.5	LOCUS:2025062	LOCUS:2043062	20706207:0004:HT|20706207:0676:HT
Q9M840	Q9ZSD4	Q9M840	SYP121	T27C4.12|T27C4_12	F26K24.11	LOCUS:2100900	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9M8Y0	Q9SU44	SEC	GRF8	T6K12.14	T19F6.5	LOCUS:2103025	LOCUS:2134986	21094157:0004:HT
Q9M9L0	Q9STS3	APC11	APC8	F10A16.17	T24C20.30		LOCUS:2100439	20706207:0004:HT|20706207:0676:HT
Q9M9L0	Q9T0I6	APC11	PRP8B	F10A16.17			LOCUS:2141791	20706207:0004:HT|20706207:0676:HT
Q9M9L0	Q9ZRZ8	APC11	RH28	F10A16.17	DL4340C|FCAALL.424		LOCUS:2130918	20706207:0004:HT|20706207:0676:HT
Q9M9Y8	Q9SJR5	CRTISO	GRF3	F4H5.10	F1O11.3	LOCUS:2033055	LOCUS:2044873	21094157:0004:HT
Q9MA75	Q9SCR2	VIP1	KRP2	F2J6.6	T3A5.10	LOCUS:2031123	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
Q9MAB3	Q9ZQZ8	NOP5-2	SYP123	T12H1.2	F4C21.26	LOCUS:2096214	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9MAB3	Q9ZSD4	NOP5-2	SYP121	T12H1.2	F26K24.11	LOCUS:2096214	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9MAK9	Q9SIV2	RPT4B	RPN1A	F27F5.8	F23N11.10	LOCUS:2028200	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9MAM3	Q9SU44	KCS1	GRF8	T25K16.11	T19F6.5	LOCUS:2200955	LOCUS:2134986	21094157:0004:HT
Q9MAT0	Q9SIV2	RPN2B	RPN1A	F13M7.20	F23N11.10	LOCUS:2010672	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9MBA3	Q9SJR5	RAD17	GRF3	K2A18.21	F1O11.3	LOCUS:2156952	LOCUS:2044873	21094157:0004:HT
Q9MBA3	Q9SU44	RAD17	GRF8	K2A18.21	T19F6.5	LOCUS:2156952	LOCUS:2134986	21094157:0004:HT
Q9S744	Q9SJR5	CML9	GRF3	F4F15.30	F1O11.3	LOCUS:2083700	LOCUS:2044873	21094157:0004:HT
Q9S7H3	Q9SF16	CDC20-3	CCT7	F15P11.5	F26K24.12	LOCUS:2144372	LOCUS:2081491	20706207:0004:HT|20706207:0676:HT
Q9S7J8	Q9SJR5	RAN1	GRF3	K23L20.14|T19K24.18	F1O11.3	LOCUS:2156354	LOCUS:2044873	21094157:0004:HT
Q9S7J8	Q9SU44	RAN1	GRF8	K23L20.14|T19K24.18	T19F6.5	LOCUS:2156354	LOCUS:2134986	21094157:0004:HT
Q9S7U5	Q9SJR5	HSFA8	GRF3	T23K23.18	F1O11.3	LOCUS:2200171	LOCUS:2044873	21094157:0004:HT
Q9S7U5	Q9SU44	HSFA8	GRF8	T23K23.18	T19F6.5	LOCUS:2200171	LOCUS:2134986	21094157:0004:HT
Q9S814	Q9SJR5	EIN2	GRF3	F12E4.10|MOK16.19	F1O11.3	LOCUS:2142594	LOCUS:2044873	21094157:0004:HT
Q9S814	Q9SU44	EIN2	GRF8	F12E4.10|MOK16.19	T19F6.5	LOCUS:2142594	LOCUS:2134986	21094157:0004:HT
Q9S9X4	Q9SU44	FBL8	GRF8	F28D6.13	T19F6.5	LOCUS:2124372	LOCUS:2134986	21094157:0004:HT
Q9SA18	Q9SJR5	AKHSDH1	GRF3	F28K20.19|T19E23.1	F1O11.3	LOCUS:2029564	LOCUS:2044873	21094157:0004:HT
Q9SA51	Q9SJR5	LBD3	GRF3	F3O9.33	F1O11.3	LOCUS:2032931	LOCUS:2044873	21094157:0004:HT
Q9SAD3	Q9SJJ5	SMR8	CKS2	T16B5.17	T1E2.11	LOCUS:2196459	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9SAR0	Q9SU44	ACS6	GRF8	F8L21.70	T19F6.5	LOCUS:2128298	LOCUS:2134986	21094157:0004:HT
Q9SCR2	Q9SI58	KRP2	NMD3	T3A5.10	T18C20.2|T18C20_2	LOCUS:2101679	LOCUS:2044299	20706207:0004:HT|20706207:0676:HT
Q9SCR2	Q9SJJ5	KRP2	CKS2	T3A5.10	T1E2.11	LOCUS:2101679	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9SCR2	Q9ZR03	KRP2	PETC	T3A5.10	F4C21.21	LOCUS:2101679	LOCUS:2005534	20706207:0676:HT
Q9SCR2	Q9ZUG4	KRP2	Q9ZUG4	T3A5.10	T6P5.3	LOCUS:2101679	LOCUS:2064717	20706207:0004:HT|20706207:0676:HT
Q9SCR2	Q9ZW81	KRP2	BHLH129	T3A5.10	F14B2.8	LOCUS:2101679		20706207:0004:HT|20706207:0676:HT
Q9SCX5	Q9SJR5	AKT5	GRF3	F8B4.200	F1O11.3	LOCUS:2127866	LOCUS:2044873	21094157:0004:HT
Q9SCX5	Q9SU44	AKT5	GRF8	F8B4.200	T19F6.5	LOCUS:2127866	LOCUS:2134986	21094157:0004:HT
Q9SE83	Q9SJR5	DRP2A	GRF3	F14N23.17	F1O11.3	LOCUS:2012763	LOCUS:2044873	21094157:0004:HT
Q9SEI2	Q9SIV2	RPT5A	RPN1A	F22F7.1	F23N11.10	LOCUS:2079742	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9SEL5	Q9SUJ1	VTI12	SYP43	T24P13.5	F18C1.2	LOCUS:2200595	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9SEL6	Q9SJR5	VTI11	GRF3	MUL8_190	F1O11.3	LOCUS:2175733	LOCUS:2044873	21094157:0004:HT
Q9SEL6	Q9SUJ1	VTI11	SYP43	MUL8_190	F18C1.2	LOCUS:2175733	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9SF16	Q9SZA4	CCT7	CDC20-1	F26K24.12	F17M5.30	LOCUS:2081491	LOCUS:2119151	20706207:0004:HT|20706207:0676:HT
Q9SF29	Q9SUJ1	SYP71	SYP43	F11F8_33	F18C1.2	LOCUS:2075054	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9SF29	Q9SVC2	SYP71	SYP122	F11F8_33	F22O6_220	LOCUS:2075054	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9SF29	Q9ZSD4	SYP71	SYP121	F11F8_33	F26K24.11	LOCUS:2075054	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9SF53	Q9ZQZ8	RPL35A	SYP123	F11F8_7	F4C21.26	LOCUS:2074974	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9SF53	Q9ZSD4	RPL35A	SYP121	F11F8_7	F26K24.11	LOCUS:2074974	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9SFW6	Q9SJJ5	CYCB2-4	CKS2	F15M4.19|T23E18.24	T1E2.11	LOCUS:2014574	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
Q9SFW6	Q9SKN7	CYCB2-4	SMR11	F15M4.19|T23E18.24	T1B3.15	LOCUS:2014574	LOCUS:2057537	20706207:0004:HT|20706207:0676:HT
Q9SFW6	Q9SZ05	CYCB2-4	Q9SZ05	F15M4.19|T23E18.24	F10M10.170	LOCUS:2014574	LOCUS:2116219	20706207:0676:HT
Q9SGA6	Q9SVC2	RPS19A	SYP122	F1C9.13	F22O6_220	LOCUS:2078633	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9SGA6	Q9ZQZ8	RPS19A	SYP123	F1C9.13	F4C21.26	LOCUS:2078633	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9SGE9	Q9SJR5	Q9SGE9	GRF3	F28P22.26	F1O11.3	LOCUS:2030290	LOCUS:2044873	21094157:0004:HT
Q9SGT7	Q9SUJ1	NOP56	SYP43	T6H22.10|T6H22_10	F18C1.2	LOCUS:2205270	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
Q9SGT7	Q9SVC2	NOP56	SYP122	T6H22.10|T6H22_10	F22O6_220	LOCUS:2205270	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
Q9SGT7	Q9ZQZ8	NOP56	SYP123	T6H22.10|T6H22_10	F4C21.26	LOCUS:2205270	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
Q9SGT7	Q9ZSD4	NOP56	SYP121	T6H22.10|T6H22_10	F26K24.11	LOCUS:2205270	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
Q9SGW3	Q9SIV2	RPN12A	RPN1A	F1N19.9	F23N11.10	LOCUS:2019504	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
Q9SHV1	Q9SJR5	GLR2.2	GRF3	F27A10.3	F1O11.3	LOCUS:2047256	LOCUS:2044873	21094157:0004:HT
